species_id;sex;hindfoot_length;weight
OL;M;21;32
PP;F;21;14
OT;F;21;26
DM;F;36;43
RM;F;16;16
PP;F;21;18
DM;F;36;30
DO;F;36;43
PP;M;22;20
DM;M;37;45
DM;M;37;44
DO;M;37;60
DO;F;36;50
DO;M;37;50
DS;F;47;107
RM;M;16;11
DM;F;37;38
DM;F;36;43
DO;M;37;54
PP;M;22;20
DO;M;36;57
DM;F;37;37
DO;F;36;53
PE;F;22;29
PF;M;15;7
OT;M;22;22
PF;F;14;7
OT;F;22;34
DM;M;37;41
DO;M;37;47
PP;M;22;20
OT;M;22;27
BA;F;15;9
DO;F;36;49
DM;F;37;40
OT;F;21;14
DO;M;36;47
DO;M;37;53
OT;M;20;13
DM;F;37;43
PF;M;16;8
DO;M;35;40
DM;M;35;27
DM;M;37;38
OT;M;21;21
DM;M;36;42
DM;F;35;24
DM;M;36;41
DM;F;35;42
DM;F;37;46
RM;F;15;9
DM;M;37;50
PF;F;15;7
PE;F;21;21
DM;F;36;41
DM;M;37;50
PF;M;15;7
DM;M;37;52
DM;M;36;47
DM;M;37;47
DM;M;37;47
DM;F;36;45
DM;F;36;47
DM;M;37;40
DM;M;37;48
DS;M;52;132
DM;F;37;35
DM;F;36;40
DO;M;36;48
DM;M;34;20
PP;M;22;17
DM;F;37;40
DM;F;35;23
DO;F;36;46
PF;F;15;7
OT;M;20;24
RM;F;17;14
RM;F;16;12
RM;F;17;12
PE;M;18;21
DM;M;36;38
DM;M;37;45
OT;F;20;27
PF;F;14;6
NL;M;32;138
DO;M;36;55
OL;F;21;36
DM;M;35;41
RM;M;17;10
DS;F;49;106
RM;M;17;9
DO;M;36;56
DM;F;37;39
PF;M;15;7
DM;M;37;45
DM;F;36;32
DM;M;36;38
RM;M;16;12
DM;M;37;49
DM;F;36;40
DM;M;36;44
DM;F;37;45
RM;M;16;10
DM;M;36;44
OT;F;22;24
DM;M;38;42
PP;M;21;14
DO;F;36;47
DM;M;36;49
DM;M;35;27
PP;M;22;18
DM;M;37;47
DM;M;36;37
DM;F;37;44
DO;M;33;22
RM;M;17;12
DM;M;37;46
DM;F;37;42
DM;M;37;48
DO;F;37;44
DM;M;37;52
BA;F;13;8
DM;M;37;47
DM;F;35;40
DM;F;36;40
DO;F;35;45
DM;F;35;44
NL;F;33;195
PP;F;22;13
DM;F;37;39
DM;F;35;40
DM;F;35;42
DM;M;35;26
DM;F;35;22
NL;F;32;191
OL;M;20;29
DM;F;36;42
DM;M;36;44
PE;M;20;22
OT;M;21;26
DM;F;37;40
DM;F;36;37
DM;M;37;48
OT;F;20;24
RM;F;17;14
DM;M;36;42
OT;F;21;24
DM;M;36;44
PF;M;14;7
DM;M;36;39
OT;F;21;22
RM;F;17;16
DM;M;37;49
DM;F;36;41
DO;M;36;53
OT;F;21;27
RM;M;17;13
DM;M;36;39
DM;F;37;47
OT;F;20;28
DM;M;36;40
DM;F;37;43
DM;F;36;40
RM;M;16;8
DO;M;36;56
DO;F;36;42
RM;M;16;11
NL;F;33;160
RM;M;16;11
RM;F;16;14
PF;F;14;7
OT;M;20;21
RM;F;17;13
DM;M;37;44
RM;F;16;10
PE;M;20;19
DO;F;36;48
DM;M;36;34
PE;F;21;25
RM;F;17;15
DO;M;36;53
OT;M;20;22
DS;F;55;104
RM;M;16;9
OT;F;20;20
DM;F;36;46
DO;F;36;45
DO;M;37;26
RM;F;17;14
DO;M;36;56
DM;F;37;44
RM;F;17;14
DO;M;37;26
NL;F;33;180
DO;F;37;56
RM;M;16;9
DM;M;37;45
DM;F;36;39
OT;M;20;21
DM;M;37;35
PE;F;21;25
DM;F;36;40
RM;M;17;11
DM;M;37;44
OT;F;20;18
DM;F;36;42
RM;F;16;8
DM;M;36;48
OT;M;21;28
DM;F;36;35
RM;F;17;15
DO;M;36;54
DM;M;37;40
OT;M;21;21
DM;M;36;48
DM;M;37;39
DM;M;36;38
RM;M;17;11
DM;M;37;43
DM;M;37;38
DM;M;37;46
DM;M;36;46
DM;M;36;35
DM;F;37;42
RM;M;17;12
DM;M;37;45
PF;F;14;7
RM;M;17;10
RM;F;17;14
DM;F;37;40
OL;F;22;32
DM;M;37;48
DM;F;37;38
DM;M;37;45
RM;M;16;8
PE;M;21;20
OT;M;21;24
DM;F;37;45
DM;F;36;40
PF;M;14;7
RM;M;17;9
DM;F;35;27
RM;F;17;10
DM;F;37;42
DM;M;36;38
DM;M;36;54
DM;F;36;40
DM;F;37;42
DM;F;37;42
DO;F;36;46
DO;F;36;47
PE;M;20;23
PF;F;14;8
RM;M;17;8
RM;M;16;8
RM;M;16;11
DM;M;37;50
DM;M;37;47
DM;M;37;48
RM;M;16;8
RM;F;17;14
DM;F;37;44
RM;F;17;12
RM;M;16;9
OL;M;21;31
BA;F;14;8
DO;F;37;44
DM;F;37;40
RM;M;18;12
DO;M;36;54
DO;M;35;40
PE;F;22;23
PF;M;15;7
DS;F;46;106
OT;F;21;26
RM;F;17;12
DM;F;36;44
PE;F;18;12
DO;F;36;44
RM;F;15;8
RM;F;17;14
DM;F;37;44
RM;M;17;8
DO;M;36;40
DO;M;36;55
OL;M;21;30
OL;F;20;35
DM;F;36;41
DO;F;36;39
NL;F;33;193
RM;M;16;8
DM;F;36;44
DO;F;36;52
DM;M;37;40
PF;M;14;7
DM;M;37;45
OT;M;21;22
RM;F;17;14
NL;M;33;164
OT;M;21;21
DM;F;37;40
PE;M;20;18
OT;F;21;20
OL;M;21;30
DM;M;36;35
DM;M;37;44
OL;M;22;34
RM;M;16;13
DM;F;36;40
DM;M;36;44
RM;M;17;9
BA;F;13;8
RM;M;17;10
DM;M;37;40
OT;F;21;27
DM;M;36;51
DM;M;37;43
DO;M;37;55
PF;F;15;7
RM;F;17;15
PE;M;20;20
OL;M;21;30
DM;M;37;44
PE;F;20;16
DM;M;35;44
RM;M;17;10
DM;M;37;47
DO;M;36;52
DM;M;36;50
DM;F;36;37
RM;F;15;11
DM;M;37;36
RM;F;17;13
RM;F;16;9
DM;F;34;37
RM;F;17;12
DM;M;37;39
DM;M;36;52
DM;M;36;44
PF;M;15;7
DM;F;37;40
DM;F;36;43
DM;M;37;45
DM;F;37;42
PE;F;22;24
DM;F;37;45
DM;F;35;38
RM;M;16;10
RM;F;17;12
DM;F;36;39
OT;M;20;20
RM;F;16;14
DM;M;37;39
PE;M;19;16
OT;F;20;22
DM;M;36;43
OT;M;21;24
OL;F;20;32
DM;F;37;43
DM;F;37;42
DM;F;37;37
DM;F;37;40
DM;M;36;45
DM;M;37;45
DM;F;36;43
RM;M;16;8
DM;F;37;38
RM;M;17;8
RM;F;17;11
OL;M;21;31
RM;F;16;9
DM;F;34;48
DO;F;36;36
RM;M;16;11
DM;M;37;43
OL;F;20;31
OL;M;21;32
PE;M;21;21
DM;M;37;51
OL;M;21;35
PF;F;15;8
RM;F;16;14
DM;F;36;40
RM;F;16;8
RM;M;15;11
DO;F;37;53
OL;F;21;25
DO;M;35;54
RM;F;17;12
RM;F;14;7
DO;F;36;47
RM;F;15;14
RM;M;17;9
RM;M;17;10
PE;M;20;16
DO;M;36;52
DO;F;37;44
RM;M;17;10
DO;M;36;59
PF;M;15;7
RM;M;16;8
RM;M;17;10
RM;M;16;10
OT;M;20;22
DM;F;35;39
OT;F;21;24
DO;M;36;55
OT;F;20;25
RM;F;16;11
RM;M;17;11
DS;F;54;108
RM;M;16;10
RM;M;16;8
RM;F;17;11
RM;F;15;9
NL;F;34;188
RM;M;16;11
OT;F;21;24
RM;F;16;15
OT;M;21;25
DO;F;31;45
OT;M;21;20
DO;F;36;46
PE;F;16;25
NL;M;31;162
RM;M;12;9
PF;M;15;7
BA;F;14;9
PF;M;15;7
RM;F;16;10
DM;M;36;46
PE;M;20;17
DM;F;35;41
RM;M;17;11
OL;M;24;32
RM;F;17;13
DM;F;36;38
DM;F;36;40
DM;M;37;47
DM;M;36;43
RM;F;15;10
DM;M;37;42
DM;F;35;46
DM;M;37;45
DM;F;37;36
RM;M;16;10
DM;M;37;43
RM;M;16;9
DO;M;37;55
RM;M;11;10
DM;M;37;42
DM;M;37;49
OT;F;20;25
DM;F;36;37
DM;M;36;37
RM;M;16;10
RM;F;16;8
RM;M;16;10
DM;M;36;40
DM;F;36;42
DM;M;36;51
RM;M;17;9
DM;F;35;25
PP;F;21;15
DM;F;37;41
DM;M;37;47
DM;M;35;40
RM;F;15;11
DM;F;36;41
DM;M;36;48
DM;M;36;39
DM;M;35;38
DM;M;34;46
DM;F;36;42
DM;M;37;49
PE;M;19;24
DM;F;36;42
DO;M;37;55
OT;M;19;22
DM;M;35;37
RM;F;16;8
PE;M;20;17
RM;F;17;11
DM;F;37;37
RM;M;17;13
DM;F;37;41
DM;M;36;43
DM;M;35;41
RM;M;16;11
DO;F;35;59
DM;M;35;36
OL;M;20;30
DM;M;36;44
RM;M;17;9
RM;F;16;11
BA;F;14;18
RM;F;17;12
DM;M;36;45
RM;M;15;9
DO;M;36;53
DO;F;36;51
OL;F;21;27
RM;M;16;10
PF;M;15;8
DO;M;36;53
DM;F;36;40
RM;M;16;9
DM;M;37;49
OT;F;21;23
RM;M;18;11
DO;M;35;41
RM;M;16;11
RM;M;16;9
RM;F;16;12
DM;F;35;39
OT;M;21;27
DM;F;37;48
DS;F;47;112
NL;F;33;190
OT;F;21;24
RM;M;17;9
NL;M;33;171
DO;M;37;54
DO;F;36;58
RM;F;16;11
RM;F;16;11
DO;F;36;47
RM;M;16;9
RM;F;17;11
RM;F;16;12
RM;M;17;10
PE;M;19;22
DO;F;37;52
RM;M;17;10
OL;M;20;34
NL;F;33;185
OT;F;21;23
RM;M;16;10
OT;M;21;24
RM;F;16;12
RM;F;16;11
DM;M;37;46
PF;M;15;7
RM;F;17;11
DO;F;36;50
OT;M;20;24
PE;F;20;27
DO;F;37;48
RM;M;16;9
DO;M;37;55
RM;F;16;7
RM;M;17;10
RM;F;17;12
DM;M;37;45
DO;F;36;39
RM;M;17;10
RM;M;16;10
OT;F;20;28
DM;M;36;39
RM;M;16;12
OL;M;20;30
RM;M;16;10
DM;M;35;44
DM;M;37;44
DM;F;37;39
RM;F;17;10
RM;F;16;12
DM;M;38;46
DM;M;36;44
DM;F;36;35
DM;M;37;52
DO;M;36;52
DM;M;37;44
DM;M;38;45
RM;F;16;11
RM;M;16;9
RM;M;17;10
RM;F;16;13
DM;M;36;40
DM;F;37;48
DM;M;36;48
RM;M;16;11
DM;M;37;47
DM;M;37;49
RM;M;16;10
DM;M;38;50
DM;M;36;43
DM;F;37;40
DM;M;37;46
DM;M;36;50
DM;F;38;40
DM;M;36;45
RM;F;16;13
DM;F;37;50
DM;M;36;46
DM;F;36;43
OT;F;20;24
DM;M;38;47
DM;F;36;47
DM;F;36;49
RM;M;16;10
RM;M;13;9
OL;F;21;31
DM;M;37;49
DM;F;36;47
DM;M;35;32
DM;M;36;43
DM;M;35;45
DM;F;36;46
RM;F;17;11
DM;M;37;40
RM;M;16;8
RM;M;17;10
DO;F;36;59
RM;M;17;9
RM;M;17;11
RM;F;17;8
OT;M;19;27
DO;F;36;46
DM;M;37;47
PF;M;14;7
RM;F;17;13
DM;F;37;45
DM;M;36;46
NL;F;33;192
DO;M;35;46
DO;F;35;47
RM;M;17;10
RM;M;16;10
RM;F;15;12
RM;M;16;10
RM;M;16;8
OT;M;20;29
DM;F;36;42
DO;F;36;47
RM;M;17;12
DS;F;54;128
DM;M;37;49
RM;F;17;12
SF;M;28;64
RM;M;16;10
DO;F;36;49
DM;F;37;41
DM;F;37;47
DO;M;34;27
RM;M;16;9
RM;F;17;14
OL;F;21;32
DO;F;35;49
NL;F;33;174
DM;M;36;47
PF;M;14;9
DO;M;35;57
PE;F;21;25
RM;M;15;10
DM;M;38;50
RM;M;17;12
RM;F;17;10
DM;M;37;45
RM;F;16;14
OT;M;21;28
RM;M;17;14
DO;F;33;44
RM;M;17;10
DO;M;36;57
RM;F;16;10
RM;F;17;10
DM;F;33;49
BA;F;14;8
DM;F;37;46
DM;F;33;39
RM;M;17;10
RM;F;17;12
RM;M;17;10
DM;M;36;41
RM;M;15;8
DM;M;38;51
DM;M;37;47
RM;F;16;17
DM;F;35;22
DM;M;37;47
PE;M;20;18
DM;F;36;50
DM;F;37;46
DM;F;35;40
DM;M;36;24
DM;M;35;40
DM;M;38;47
DM;M;35;47
DM;M;36;45
DM;M;36;46
DM;F;34;43
RM;M;17;10
RM;F;15;10
DM;M;36;45
RM;F;15;8
DM;M;32;42
DM;M;36;45
OT;M;20;28
DM;F;36;45
RM;F;18;13
DM;M;34;56
RM;F;11;9
DM;M;37;48
DM;M;37;52
RM;M;17;10
DM;M;34;44
DM;F;32;41
DO;M;35;55
OL;F;20;36
RM;F;17;16
DM;M;36;39
DM;F;37;44
DM;M;37;51
RM;M;17;11
RM;F;10;10
OT;M;19;21
OL;M;21;40
PP;F;22;19
NL;M;34;146
DO;F;37;47
DM;F;36;51
NL;F;31;76
RM;M;15;11
BA;F;12;12
RM;M;16;12
NL;F;30;69
RM;F;16;12
DO;F;34;38
NL;F;32;148
NL;M;34;168
DM;M;35;46
RM;F;16;10
PF;M;16;10
RM;M;16;12
DM;M;36;51
DM;M;36;56
DM;M;36;41
PP;M;23;23
RM;M;16;8
BA;F;13;10
OL;F;19;26
PE;F;21;34
RM;M;17;13
RM;F;17;14
DM;M;36;45
DM;M;35;43
DM;M;36;49
DM;M;36;36
DM;M;36;51
DM;F;36;46
DM;M;35;49
DO;F;36;55
DM;M;37;50
DO;M;37;56
OL;M;19;17
DM;M;36;54
DM;F;36;44
DM;M;34;21
DO;M;37;55
DM;M;38;45
OL;F;21;26
DO;M;35;39
DM;M;36;51
DM;M;36;46
DO;M;35;55
DO;F;35;53
RM;M;16;12
NL;F;33;126
DM;M;33;24
DM;F;35;49
PE;M;20;20
DM;M;38;51
DM;F;33;23
PP;M;20;15
DM;F;36;43
DM;F;33;42
RM;M;17;14
OT;F;16;34
RM;F;17;12
DM;F;37;54
RM;F;16;14
DO;M;36;40
PE;M;20;15
DO;M;36;53
DS;F;49;110
DM;M;37;50
PP;F;41;15
DO;F;36;51
OT;F;20;28
BA;F;12;7
DM;F;35;42
RM;M;14;12
DO;F;34;40
RM;F;16;15
DO;M;35;44
NL;M;30;195
DO;F;34;53
PF;M;14;8
DO;M;37;55
DO;F;35;46
NL;F;31;81
PE;F;19;23
NL;F;33;185
RM;F;17;12
OT;F;20;17
DO;F;36;54
PP;M;20;24
DM;F;35;52
BA;F;11;8
PP;F;22;19
PP;M;22;16
DM;M;37;45
OL;F;20;29
DM;M;38;44
DM;M;35;22
DM;M;35;41
DM;M;36;49
DM;M;35;49
RM;M;16;10
PP;M;20;16
OT;F;18;11
RM;F;16;13
OT;M;19;11
DM;F;35;51
DM;M;36;47
RM;M;16;13
DM;M;36;49
RM;F;16;11
DM;M;35;31
DM;F;36;43
OL;F;19;37
DM;M;35;44
DM;M;36;41
DM;F;36;46
DM;F;36;46
PE;F;20;36
DO;M;36;56
DM;F;36;49
OT;F;19;11
RM;M;16;13
PF;F;16;9
PP;F;20;16
PP;F;20;16
DM;M;31;36
PP;F;21;28
DM;F;34;29
DM;M;33;41
DM;F;36;54
DM;M;38;50
PP;F;23;23
DM;F;34;46
OT;F;15;28
OL;F;15;30
PE;M;16;16
RM;F;16;11
DO;M;28;44
RM;M;16;10
DM;M;30;51
DM;F;35;44
OL;M;19;18
PP;F;16;18
PF;M;15;7
RM;M;15;8
DM;M;28;24
RM;F;16;11
RM;F;16;15
OL;F;19;37
PE;F;21;26
DM;M;34;24
NL;M;30;174
DM;M;28;25
RM;M;16;12
DO;F;26;45
PE;F;17;21
DO;M;29;45
BA;F;12;9
RM;F;15;11
DO;F;27;44
DO;M;36;56
OT;M;21;30
DM;M;34;25
DM;M;37;46
DM;M;37;39
BA;F;12;9
PP;F;20;16
NL;M;30;126
DM;F;35;46
RM;M;16;8
OL;M;19;32
DM;M;36;44
DM;M;35;33
DO;F;35;43
DM;F;36;44
DM;M;35;42
DM;M;36;50
OL;F;20;24
DM;F;33;40
DM;M;25;30
PE;F;19;32
DM;M;35;29
DM;M;36;48
DM;F;35;49
DM;F;36;43
OL;M;20;12
DM;M;36;55
DM;M;34;36
DM;M;32;38
DM;F;35;40
DM;F;35;47
DM;M;35;45
DM;F;35;45
DM;F;32;51
PP;M;22;12
DO;M;37;65
RM;F;17;12
NL;M;42;113
PE;F;20;26
DM;F;36;45
PP;F;22;16
NL;M;32;99
RM;F;16;10
DM;M;35;51
PP;F;21;24
DM;M;35;32
BA;F;14;11
RM;F;14;13
PP;M;20;16
PP;M;23;17
PP;M;21;14
DM;F;35;34
SF;M;26;100
DS;F;49;113
PF;M;14;9
DO;M;35;46
DO;F;36;45
OT;F;21;21
RM;M;16;13
PP;M;21;16
DO;M;36;48
PE;M;21;19
RM;M;18;12
RM;M;15;10
NL;M;33;154
DO;M;36;55
PP;F;23;15
DO;F;37;53
DM;M;37;46
NL;F;22;160
DO;F;37;37
BA;F;14;13
DM;M;35;35
OT;F;16;16
DM;M;35;32
PP;F;20;13
DM;M;39;41
OT;F;19;26
PP;F;20;19
RM;M;15;8
RM;M;15;7
PP;F;22;17
RM;M;18;9
DM;M;34;31
DM;M;35;26
DM;F;30;27
RO;F;14;11
RM;M;22;11
OT;M;16;24
PP;F;22;16
DM;M;35;42
NL;M;32;71
DM;M;36;41
PE;F;20;17
RM;M;17;12
DM;F;36;29
PE;M;21;18
PF;F;15;6
RM;F;16;11
PP;F;21;5
DM;M;37;54
DM;M;34;43
DM;M;35;39
DM;M;35;50
DM;M;37;47
PP;F;18;15
DM;M;35;42
DM;F;36;48
PP;F;20;19
PP;F;21;16
PP;F;21;14
DM;M;37;58
SF;F;36;52
DM;M;35;35
PP;F;19;19
OT;M;27;21
DM;M;37;44
DM;F;36;34
DM;M;35;38
DM;F;36;39
DM;F;35;49
DM;M;33;43
OT;F;23;31
OT;M;21;20
PF;M;16;7
RM;F;18;12
OT;M;22;28
PE;F;17;14
PF;F;16;10
PP;F;23;18
PP;F;22;14
PF;F;16;8
PP;M;22;24
DS;F;46;110
DO;M;37;52
OT;F;19;46
PP;M;22;18
SF;F;30;199
RM;F;16;13
DO;M;38;57
NL;F;32;124
PF;M;14;9
BA;F;14;10
DO;M;36;46
DM;M;36;37
DM;M;38;38
PE;M;12;11
DO;M;37;51
PE;M;20;22
SF;F;29;84
DO;F;37;49
OT;M;20;29
DM;F;37;65
DO;F;35;44
PP;M;21;16
NL;M;32;178
DM;M;37;47
PP;F;18;15
DO;M;36;58
PE;M;16;26
DM;F;36;36
PE;M;20;18
DM;F;36;33
PP;F;21;17
DM;F;38;54
PP;F;24;16
RM;M;13;12
PP;F;11;9
PP;F;22;14
DM;M;37;45
DM;M;37;37
OT;F;22;24
DM;F;36;29
RM;F;13;11
DM;M;38;39
DM;F;35;22
PP;F;21;20
DM;F;35;45
OT;F;17;30
DM;M;38;48
RM;F;16;9
OT;M;20;25
DM;M;36;36
OT;M;22;26
PP;F;22;15
DM;F;36;26
PP;F;16;16
DM;M;35;38
DM;M;35;43
DM;F;37;42
DM;M;38;45
OT;M;16;24
OT;F;13;26
PP;F;23;16
OT;M;20;22
DM;M;37;49
DM;M;37;40
DM;M;38;40
DM;F;37;53
PP;F;21;10
OT;F;20;45
OT;F;21;21
DM;F;38;40
RM;F;16;5
DM;F;37;41
DM;M;36;39
PP;F;22;18
PP;M;23;18
DM;M;37;53
RM;F;16;10
DO;F;37;48
OT;F;20;21
BA;F;7;11
OT;F;19;29
OT;M;22;22
DO;M;37;53
OT;F;22;24
PE;M;20;23
PP;F;14;22
DM;M;34;42
PE;M;11;12
DO;F;35;52
DM;M;37;41
PE;F;16;11
PP;F;21;16
OT;M;21;27
DO;M;35;48
DO;M;37;57
DS;F;50;108
NL;M;31;180
DM;F;36;36
DO;M;36;54
PF;F;16;6
DO;F;34;46
PP;F;23;15
PF;M;16;7
OT;F;20;18
PE;M;22;16
OT;M;21;29
DM;F;37;37
RM;M;17;12
DM;M;37;48
OT;M;20;20
DM;F;31;34
SH;F;28;63
PP;F;24;19
PP;M;22;17
PP;M;21;14
PF;F;14;8
OT;M;22;25
DM;M;37;42
PP;F;22;14
DM;M;36;45
OT;F;20;27
DM;M;36;41
DO;F;38;42
DM;F;37;50
DM;M;36;41
DM;F;36;47
OT;F;21;37
DM;M;38;51
DM;M;37;42
DM;F;36;36
DM;M;36;55
PE;M;21;23
DM;F;36;44
DM;F;38;44
PP;F;25;28
DM;F;37;55
PE;M;22;19
DM;M;37;43
OT;F;21;26
PP;F;21;16
DM;F;37;43
PP;F;21;17
DM;M;37;44
RM;M;18;14
PE;F;19;19
PF;F;15;9
PP;M;22;26
DM;M;36;51
DM;M;36;48
PF;F;16;7
DM;M;37;45
PP;F;22;15
OT;M;19;20
PF;M;21;7
DM;F;36;41
PE;M;22;24
RM;F;16;9
PP;F;21;16
PF;F;18;9
PF;F;16;8
DM;M;37;53
PE;M;20;23
DO;F;34;50
PP;F;25;30
BA;F;13;6
PE;F;20;20
DM;F;33;42
DM;M;36;46
PF;F;14;6
DS;F;47;106
PF;F;15;7
DM;F;36;37
DM;M;35;40
RM;F;16;13
PF;F;14;7
RM;M;17;7
BA;M;13;6
DO;M;36;53
DM;M;34;52
OT;M;20;24
SO;F;30;80
PP;F;20;14
OT;M;21;25
DO;F;36;50
DO;F;36;55
DO;F;36;53
PP;F;21;12
DO;F;34;48
DM;F;36;43
PE;F;20;17
PP;F;16;26
OT;F;21;21
PF;F;14;8
DO;M;36;59
OT;F;17;22
DM;F;35;38
PE;F;20;18
DM;F;35;40
OT;M;20;22
PP;F;16;28
PP;F;16;14
PP;F;21;15
PF;F;15;7
PP;M;20;14
DO;M;36;55
DM;F;36;43
DM;F;36;43
RM;M;17;11
OT;M;20;22
DM;F;36;44
DM;M;36;50
OT;M;21;24
DM;M;36;43
OT;F;20;22
DM;M;38;47
DM;F;35;37
PF;F;15;7
OT;F;14;23
RM;M;18;12
PP;F;21;25
PP;F;25;29
DM;F;38;54
DM;M;35;45
PF;F;15;8
DM;M;36;46
RM;M;15;7
DM;M;36;51
DM;M;36;48
DM;M;37;46
PP;F;21;16
PP;F;21;14
RM;M;17;8
DM;F;37;43
DM;M;36;40
OT;F;20;24
PP;M;21;15
DM;M;36;41
OT;M;20;20
PF;F;14;8
PE;M;20;20
DM;M;38;44
DM;F;37;43
DM;M;36;44
PF;F;8;15
PF;F;15;8
PE;F;20;25
DM;F;37;43
RM;F;16;11
RM;M;16;12
RM;M;17;11
RM;M;16;12
RM;F;17;19
PE;F;15;18
OT;F;23;21
DO;F;35;48
PF;F;12;14
OT;F;17;26
PF;M;14;8
RM;F;17;14
RM;F;16;9
DO;M;35;51
DM;M;36;51
OL;F;18;25
DM;M;36;52
SO;F;21;42
RM;M;16;9
BA;F;14;10
DO;M;36;56
OT;M;26;26
OT;F;20;24
RM;F;17;9
RM;M;16;12
RM;F;17;10
DM;M;35;45
DM;F;34;43
OT;M;20;24
DM;M;36;44
PF;F;15;12
DS;F;46;110
OT;F;21;24
RM;F;12;14
RM;F;17;10
RM;M;16;8
OT;M;20;25
RM;F;16;9
RM;M;14;7
DM;F;36;41
RM;F;16;12
DM;F;36;36
NL;F;36;165
PF;F;14;7
OT;M;20;22
RM;F;16;12
BA;M;12;8
PE;M;20;23
OT;M;19;25
SF;M;27;60
PE;F;21;21
DO;F;34;50
DM;F;35;38
BA;F;16;9
DM;F;35;37
RM;M;16;9
DM;M;36;51
BA;M;14;7
RM;F;16;10
PE;M;19;24
DM;M;37;42
DM;F;35;38
PF;F;15;7
OT;M;21;24
OT;M;20;24
RM;M;17;12
SO;F;27;78
RM;F;16;12
RM;M;16;11
RM;M;17;13
BA;F;12;8
PE;F;20;24
PP;F;26;27
RM;M;16;9
OT;M;21;35
DM;M;35;45
SO;M;24;38
PF;F;15;7
RM;F;17;10
SO;F;27;27
SO;F;24;26
DO;F;37;50
PE;M;20;25
RM;F;16;16
RM;F;16;10
RM;M;16;8
OL;M;30;22
PE;F;21;23
DO;F;36;49
RM;F;17;10
DM;M;36;42
RM;F;16;11
RM;F;17;9
RM;F;13;7
RM;M;13;9
SO;F;29;82
DM;M;35;43
RM;M;17;10
DM;M;37;41
RM;F;18;10
DO;F;35;50
SO;M;27;49
DM;M;36;41
PP;F;15;30
DM;F;37;43
DM;F;36;42
RM;M;12;7
DM;F;36;42
RM;F;14;7
RM;F;16;10
DM;F;37;39
RM;M;18;11
DM;M;37;39
RM;M;16;9
DM;M;38;42
PE;M;20;23
DM;F;36;39
PE;M;20;24
DM;M;37;41
PP;M;19;15
PF;M;15;7
RM;M;16;8
DM;M;37;50
PE;M;20;24
OT;M;20;26
DM;F;39;50
DM;F;37;45
RM;M;16;11
PF;F;15;7
PF;F;15;7
DM;F;35;34
OT;F;21;24
PF;F;15;7
OT;M;20;24
RM;M;17;9
RM;F;17;12
RM;F;17;14
DM;M;36;47
DM;F;35;37
PF;F;15;7
RM;F;17;9
RM;M;17;9
RM;F;17;12
DM;M;37;47
RM;F;16;9
RM;M;16;9
RM;M;16;8
PF;M;16;8
RM;M;16;12
OT;M;20;25
RM;M;17;9
RM;M;15;8
DM;M;36;54
DM;M;35;42
RM;F;17;8
PP;M;26;29
PF;F;15;7
OT;M;21;26
RM;M;16;11
DM;M;35;47
RM;M;16;12
PE;M;21;21
DM;F;36;38
RM;F;16;9
OT;F;19;21
OT;F;19;26
DM;M;36;48
PF;M;15;7
BA;F;13;9
RM;F;16;11
RM;M;16;9
RM;F;17;10
RM;M;15;13
RM;M;16;11
RM;M;17;10
RM;M;16;9
RM;M;16;9
DM;M;36;54
DO;F;36;49
DM;M;37;50
RM;M;16;11
PE;F;20;20
RM;F;16;9
RM;F;16;10
RM;M;17;8
RM;M;16;9
PE;M;21;27
RM;F;16;11
DO;M;37;53
RM;M;16;10
PE;M;19;23
RM;M;16;9
RM;F;16;9
DO;F;36;51
RM;F;16;13
BA;M;12;9
OL;F;20;24
DO;F;33;51
OT;M;21;25
RM;F;17;9
DM;M;36;42
SO;F;28;80
RM;M;16;12
OL;M;20;26
DO;F;36;30
PF;F;15;7
DO;F;32;29
DO;F;37;48
PE;M;21;23
DM;F;36;41
PE;F;20;24
PE;F;19;20
DO;M;36;52
DM;M;36;41
RM;F;17;9
RM;F;17;12
RM;F;16;12
OT;M;20;23
OT;F;19;24
PE;F;20;22
OT;M;20;24
OT;M;20;27
PE;F;21;22
DM;M;37;51
RM;M;18;14
RM;F;16;9
DO;F;35;54
DM;F;36;41
RM;M;17;9
RM;F;15;10
RM;M;17;10
DM;F;38;44
PP;F;16;30
DO;M;45;58
RM;F;16;9
RM;F;15;8
RM;M;16;10
DO;F;35;47
RM;M;17;8
DM;F;36;40
DM;F;35;37
SO;F;25;47
OL;F;20;26
PF;F;16;7
RM;M;16;11
OL;M;18;24
DM;M;39;43
DM;F;37;40
OL;F;21;24
OT;M;21;22
DM;M;36;44
SO;F;24;44
RM;F;15;7
BA;F;13;8
PE;F;20;22
PF;F;15;7
RM;M;16;7
DM;M;35;42
RM;F;16;7
RM;M;16;9
OT;F;18;22
RM;M;16;10
OT;M;21;36
PP;M;21;15
DM;F;35;36
OT;M;22;23
DM;M;39;49
DM;F;36;37
DO;M;35;30
RM;M;16;9
RM;M;15;11
PF;F;15;7
RM;M;15;9
RM;M;16;9
PF;F;15;7
DM;F;36;42
BA;M;13;8
NL;F;35;166
DM;M;36;40
RM;F;18;10
DM;M;35;42
DM;F;35;37
RM;F;16;10
DM;M;37;48
DM;M;37;50
DM;F;37;40
OT;M;20;23
DM;M;37;49
DO;F;35;47
RM;F;16;11
OL;M;20;34
BA;M;14;8
RM;F;17;11
DM;F;35;43
